author,content,cover,works
子静,停电她还格抬中笑带看到星空，突走叫边呢大么有种想流泪的冲动，用真起风用真起像在拍电影一年天成用虚幻，地中笑带这笑带是是千万次仰望间唯一的一次正式用真起风镜头——心真会曾如此宁静过，像雨她还格的森姚，混人用真起风泥土的清香。,,《竹沭笙歌》
,星空迷上了山野，有雾有灯也有归人。,https://static.juzicon.com/contribute/image-0dd3f0ec-0706-4b0c-8e4e-3b2024c3ea2e-201026221301-XSCU.jpg,
,"你的眼睛里有整片星空，
所以，我不希望，
乌云和雨水会化成阴霾和泪水，
遮住这璀璨的繁星。",https://static.juzicon.com/contribute/image-eefad190-6181-4102-b1aa-dadd4cdadbe2-201030134237-B0IP.jpg,
,你像九月的风，带走了最后一场可能的自由，你是三月的雨，湿润了最后一片安静的天空，你是冬季里的雪花，飞舞多少人的心动，你是夏日里的星空，摘走了几个人的梦,,
,你的出现，如今夜星空里的一轮清辉繁华了我的梦，未来的日子里但愿你能惊艳我的年华，我亦能温暖你的岁月。,,
,"曾经和朋友一起仰望星空随之我们泪流满面他则是因为失恋我则是因为扭伤了脖子",,
,我在一片黑暗中迷失，却还望着星空.,https://static.juzicon.com/contribute/image-f26204cf-9164-4ded-962d-e72a576f739e-210627090736-QCEI.jpeg,
,"迷茫的时候，就抬头看看星空吧！
我愿在哪里，为你照亮整片黑暗……",https://static.juzicon.com/contribute/image-77dc8382-059a-4bb6-8f93-b7d222d6ea24-210704200509-C5FI.jpeg,《感情》
约瑟夫。皮珀,激情和理想主义色彩的人头顶有两重世界，一重是星空，一重是屋顶。人在星空下生活，在屋顶下生存。,,
,跟随着星空的说书人，黑白颠倒，沧桑的双眼里仍有光芒闪耀，清风舒云才见到，头发已经长得过了腰乱七八糟，紫色唇，银色眉，灵魂里的兽在挣扎咆哮，断弦之音，要怎样逃离迷惘，眼角的笑意，顷刻为谁跌倒，跟随着星空的说书人，丢了冥王星的岁月里仍然拉唱，谁曾经问过他的过往，谁记得那年的离殇。,,
,"你落在了星空而我在人海中
抬头看到的你就是我眼里的苍穹
想念是不停歇的风就任它放纵
带我所想的飞去有你的星空",https://static.juzicon.com/contribute/image-081aed44-40e2-4618-a5c7-c1a3ea2a0f59-210424204748-PTLO.jpg,
刘慈欣,"这个世界上，已经有人在宇宙漫步，星空是他们最后的坟墓。相比之下，你那点考试升职亲子关系家庭问题就像屎壳郎找不到合适的粪球一样卑微。",,《球状闪电》
,在这个世界上，再璀璨的星辰陨落，也黯淡不了星空灿烂；再绚烂的花朵凋零，也荒芜不了整个春天,,
唐七公子,夜空亮起繁星，像开在漆黑天幕的花盏。……所谓知易行难，真是亘古不变的道理，好比我一直希望自己看开，而且不断暗示自己其实已经看开，事到临头发现看开看不开只在一念之间，而这一念实在变化多端。仰头望无边的星空，仿佛能看到黑色流云，我叹了一口气。,,《华胥引》
,抬起头，仰望星空，那颗在眨眼的星星一定是你去世的亲人。,https://static.juzicon.com/contribute/image-2a3de252-28fd-4216-b0ee-54d056186556-201007111610-6M4T.jpeg,
,"仰望星空,选择自己的星，脚踏实地，铺就自己的路。然后风雨兼程，只留下一个坚实的追梦身影.",,
赵雷,"画上有你能用手触到的彩虹 
画中有我决定不灭的星空 
画上弯曲无尽平坦的小路 
尽头的人家梦一路 
画上母亲安详的姿势 
还有橡皮能擦去的争执 
画上四季都不愁的粮食
悠闲的人从没心事",,《画》
,枕着大地，盖着星空，看流水 潺潺，听虫鸣悠悠。,,
,我喜欢你是寂静的，仿佛你消失了一样，你从远处聆听我，我的声音却无法触及你，好像你的眼睛已经飞逸，如同一个吻，封缄了你的嘴”我不止在课堂上朗诵这首诗，闲暇间我也默念它，总有一种直觉――这是写给星空和海洋的。,,
,"你落在了星空而我在人海中
抬头看到的你
就是我眼里的苍穹
想念是不停歇的风
就任它放纵
带我所想的飞去有你的星空
                  ——《奔赴星空》",https://static.juzicon.com/contribute/image-d80d83b4-ff79-45f7-b4ef-136134d357d6-210515001817-LZLN.jpg,
独木舟,想来想去，世上最美的不过三件事，日落，星空，还有你。,,《我曾赤诚天真爱过你》
熊二,"星空浩渺月朦胧，一片烟雨灯红。纸鸢炊烟故人留，岁月难驻驿楼。",,
,"一星陨落，暗淡不了整个星空。一花凋零，荒芜不了整个春天。一次挫折，荒废不了整个人生。",,
,星空烂漫，人间不美好，但是世间终究有需要你的人，不要放弃生命，努力下去，活下去,,
立花泷,遗忘，是为了再次记取；错过，是希望还有机会相遇。那些拥有与失去、陨落与升起，像是层层叠叠于星空上的绵延，穿过时间、记忆、口嚼酒、咖啡厅、乡间的车站、逢魔的时刻、以及每天上不知道来自谁的凝望，我们依然寻觅者，依然在那长长的彗尾中忘记了对方的名字，却也开始真正记得了，自己真实的样子。,,《你的名字》
,"“大家出来修真，拼的就是谁更疯，谁更狂，谁更加不要命！”     “风雨重，我们现在就来看看，谁才是无尽星空之中，更加悍不畏死的亡命之徒吧！”",,《修真四万年》
,"ᴵⁿˢᵗᵉᵃᵈ ᵒᶠ ˡᵒᵒᵏⁱⁿᵍ ᵘᵖ ᵃᵗ ᵗʰᵉ ˢᵗᵃʳʳʸ ˢᵏʸ, ⁱᵗ ⁱˢ ᵇᵉᵗᵗᵉʳ ᵗᵒ ᵇᵉ ᵃ ˢᵗᵃʳ ᵖⁱᶜᵏᵉʳ.
与其仰望星空，不如去做摘星星的人。 ​​​",https://static.juzicon.com/contribute/image-7450c153-4bc4-4098-93ed-91629fe88d1f-201011131111-SC6S.jpeg,
,吾以凡人之躯修仙，创绝世唐门，统斗罗大陆，闯神墓，战阳神，铸九鼎，擒盘龙，定莽荒，称圣王，得永生！魔天记事，挥手遮天，一招斗破苍穹，半式武动乾坤，从此吞噬星空，高举神印王座，成就星河大帝，创造完美世界，笑看赤色黎明，一曲龙蛇演义，原来佛本是道！,,
韩邵,"抬起头仰望星空，把目光埋在无穷远的黑夜里；好像只要不看著你的脸，这份愧疚就会少一点...",,《那尚未造访的苍芎》
,我在烈风中走过冬季，在黑暗里仰望星空，我总是走最黑最崎岖的路，只是因为抱着与你相遇的希望，因为我要和你说一句，你是年少的欢喜。,,
几米,"后来，我再也没有见到他，但我永远会记得那年夏天最灿烂,最寂寞的星空。",,《星空》
中岛敦,宽广高朗的星空下，挖一个墓坑让我躺下。我生也快乐，死也欢洽。,,《山月记》
张嘉佳,"知道你要去很远的地方，但是一定记得回头看看我。
  就算我不在你的视线里，也请偶尔转过身，
  说不定带着你呼吸的空气，会漂洋过海，会横跨星空，
  会被季节轮换时带起的风，一直吹到我身边。",,《让我留在你身边》
,我们生活在阴沟，却总有人仰望星空,,
马西莫・格拉梅利尼,这颗心灵刚刚遇到星空，根本没有回到它的抗震庇护窝的打算。,,《孤独的梦中人》
,不是所有人在仰望星空的时候都是在想些有意义的事情，或许他们只是单纯的想发发呆。,,
,星星羡慕月亮的光芒，却不知人们眼中的满天星空才是最美的风景.,https://static.juzicon.com/contribute/image-1ce65ac5-7b61-44b4-94db-090a87150db8-210102232244-9B8Z.jpg,
赫拉巴尔,在这只耗子的目光里此刻我看到了比我头上的星空或我内心的道德法则更多的东西。像一道闪电叔本华出现在我的面前说最高法则是爱，这爱便是同情，我明白了叔本华何以那样憎恨巨人黑格尔……,,《过于喧嚣的孤独》
张嘉佳,我到处游荡，搭车去稻城。半路抛锚，只好徒步，走到日落时分，才有家旅馆。可惜床位满了，老板给我条棉被。我裹着棉被，躺在走廊上，看见璀璨的星空。,,《从你的全世界路过》
村上隆,小黑就喜欢看着星星，它就是星守犬。虽然它永远都够不到星星，但是不会放弃守望星空。,,《星守之犬》
,美丽的星空，不停的在孤寂中 跳舞， 不知     是为了等待，还是为了盼望……,,
彩虹之门,静谧的星空之中，无数星辰在遵循着自己的轨道慢慢运转，一切井然有序。,,《重生之超级战舰》
康德,有两样东西，对它们的盯凝愈深沉，在我心里唤起的敬畏与赞叹就愈强烈，这就是：头顶上的星空和心中的道德律。,,
公子潇,"餐风宿露 ，兼程星夜。从未停止的追寻 ，是到不了的前方 。一千个日夜里流徙 。星空异地烟火 。为风景片刻驻足。晨昏跋涉不停息。去攀登更高的山，眺望更阔的海。迎接穿怀激荡原野的风。披荆斩棘森林里的雾。一头撞进茫阔无迹的草原信马由缰。因为生命一旦停止，立刻腐朽。",,《前行》
,世界就像星空，你只不过是其中的一颗星星。为何不努力发亮发光呢？,https://static.juzicon.com/contribute/image-6fc0fe2b-b18a-4ec1-940f-77b6531d63cb-210624211954-AWCM.jpg,
,"你死后的星空依旧耀眼，
可我却觉得黯淡无光。",,《斩·赤红之瞳》
淮上,“你仰望星空，看到的是自身的无知和渺小；而我活在当下，眼前是自己的目标和未来……”,https://static.juzicon.com/contribute/image-38ff7470-b721-47c6-8cd4-f71955a4c203-191005215058-BA5J.jpeg,《银河帝国之刃》
,即便屈居于烟火陋巷，但少年依然是少年。因为少年的脚下有坚实的土地，头顶上有浩瀚星空。,,
,"你眼中的星辰大海，是我不曾见过的皓月星空。                               

                                《艺伎回忆录》",,
高远惠辅,这一次再也不会松开你的手了，即便是浪迹到天涯海角。即便是你已全然忘记了我也好，只要我还记得你。还未曾见过的新世界，还想要再度仰望的星空，我都会陪你一一去看，去完成那些我们曾结下却还未能实现的约定吧，合欢。,,《Euphoria》
,"寂寞的月色闪着孤光沉默的星空令人迷茫不断在怀念 你的身影向黑夜眺望 却看不到方向也许明天只是重复过往也许渐渐忘记什么是希望风雨时而带走记忆的温暖时而带来远方的微凉独自一人 默默地远走才发现 只不过是随波逐流",,
,点点萤火，片片星空,,
子雾啊,"星空之下，友人之上。如果我承认了我对你图谋不轨――我是否还能够留在你身边，看着你笑",,《同学关系？》
,"晌午的阳光，言辞闪烁 。睡意迷朦间，秋花碎梦。窗外风扶残柳，道尽凄凄惨惨依旧。深夜星空幻灭，隐约有广寒宫。又复十月丹桂，等待素白映衬梅红。看过凋零落败，只望枯冬。― ―《耳语》致倾独二零一六年・十月・十日",,
,"我要陪你抬头看星空灿烂，心中江山如画。做人留一线，日后好相见。",,
君子以泽,阿斯加德的神秘星空，夏季飞舞的萤火虫，华美宏伟的十二神殿，顶天立地贯穿九大世界的世界之树……都围绕着画的中心辉煌着。那是坐在雾海之宫台阶上，抱着小王子法瑟静静欣赏着夜色的爱神。我漫长人生中，唯一深爱过的女人。无论再活几世，都永远无法触摸的女神。,,《奥汀的祝福》
,"你住在远方铿锵着我的心脏是风吹过你发丝的声音引我回头我仰望星空只想在最亮的星上找到你一缕缕轻烟好像你轻轻缓缓入驻我的心生死相随只想踏着你的脚印追溯着走至于那些故事太动人只说与你听爱喝酒的姑娘醉倒在了街上",,
王尔德,吾辈皆身处沟渠之中，然其必有仰望星空者也。,https://static.juzicon.com/contribute/image-aa26652a-9537-4c81-a856-d8676d52f774-210624231202-LAOF.jpeg,
,无论有着多远的距离，当我们仰望星空时，看到的，仍是一样的，闪闪发光的星星。所以，不要再为离别而伤感，不要再为某个身影没入人海时转身垂泪……因为它只是教给我们，成长，总是不那么完美……有瑕疵的青春，才是最美的,,
,"当生活把你绊倒了，翻个身，仰望星空。When life knocks you down, roll over, and look at the stars.",,
张皓宸,NASA发现另一个地球，我发现你，即便还不能相遇，但知道你在就好。如若最后遇到像是黑夜中静谧的星空，那当初跋涉的这一路，崴脚的石子，走过冒失的风雪，在此刻都成了过眼烟云。夜风徐徐，望着那片星空，心里有一个可以想念的人。,,
,"✨星空文案✨
1⃣️🌟你与星河皆收藏🌟
2⃣️❄️星尘为泥银河滋养❄️
3⃣♥️️星光不负赶路人，时光不负有心人♥️
4⃣️🍬星空之所以美丽，就是在无限的宇宙🍬
5⃣️🌸星河滚烫，你是人间理想🌸",https://static.juzicon.com/contribute/image-22175e93-e230-4eae-98fb-665aab57ab43-210613120526-MVGI.jpeg,
耳根,天空一片雾朦朦的，陌生的星辰闪烁昏暗的光芒，数道巨大的裂缝撕扯着，告诉所有抬头望天的人，这片星空，是虚假的，是不存在的。,,《求魔》
伊曼努尔・康德,"有两种东西，我对它们的思考越是深沉和持久，他们在我心灵中唤起的赞叹和敬畏就会越来越历久弥新，一是我们头顶浩瀚灿烂的星空，一是我们心中崇高的的道德法则。他们向我印证，上帝在我头顶，亦在我心中。文言译：常有二理，在手心焉；敬而畏之，与日更新；上则为星辰，下则为德性。",,
郭敬明,塑像是两个相背而站的孩子，以同样寂寞的姿势仰望星空。底座上有一行字:双子定有双子的悲哀，我们在劫难逃。,,《爱与痛的边缘》
太一生水,除了这片万古星空，这世上哪有什么永恒不朽？,,《万古至尊》
,他是星空里最明亮的一道光，想伸手去抓，却忘了距离。,,
,当你一个人练球，练到凌晨的时候，在深夜里奔跑，并自己独自的坐在一个地方静静的思考自己的人生，我相信你会有你的答案的。——꧁༺仰望༒星空༻꧂,https://static.juzicon.com/contribute/image-ae09cb20-8bcd-4ee3-bd9d-17ab2b751c74-210403162111-53NO.jpeg,
,"当黄昏隐退,晚霞收起最后一抹羞涩,星云密布,浩瀚无垠,关于远方,关于梦,那些质地清瘦的句子,就挂满了星空。",https://static.juzicon.com/contribute/image-0ea60572-d459-430e-a31c-ea4474e2f108-200316173034-AVDK.jpeg,
吴忠全,我问风，风只知道吹，我问星空，星空干眨巴眼睛，我问房间角落里的那盆花，这几天忘记浇水都要死了，我问自己的内心，得到的却是讥讽的我离不开她。,,《小说家的爱情》
简媜,然而江湖终究是一场华丽泡影，生灭荣枯转眼即为他人遗忘。中岁以后的领悟： 知音就是熠熠星空中那看不见的牧神，知音往往只是自己。,,《以箭为翅》
谢知非,"我从崖边跌落落入星空辽阔银河不清不浊不知何以摆脱我从崖边跌落落入丛山万座呼声不烈不弱梦门何故紧锁谁引我入明火谁推我入筐箩谁把美梦捕捉谁心已成魔 谁纵身入湖泊换温暖魂魄",,《我从崖边跌落》
晓佳奈,只要雇主要求，无论哪里我都会赶到。但在人人都沉浸在梦乡的夜晚，我便如您所说，只是一个普通的女人。我是薇尔莉特・伊芙加登。倘若在某个夜晚，在某处星空下您见到了我，请老爷务必跟我搭话，在此之前，我会去记住星星们的名字。,,《紫罗兰永恒花园》
,趁着夜色，爬上最高的树，剪下一袭星空。然后在她熟睡之际，轻轻地把它披在她的身上。,,《德卡先生的信箱》
,"那一年、我们望着星空、有那么多灿烂的梦、当我们迷失在黑夜里、只有自己努力发光、才能照亮自己",,《夜空中最亮的星》
,那天傍晚的风吹的好温柔我抬头看着夜空繁星闪烁，假如有你在的话我想我不会看星空，我喜欢看你的眼睛，我喜欢你,https://static.juzicon.com/contribute/image-8fe1758e-c5a7-470b-842a-048a82d30d27-200401040539-R4AQ.jpg,
大冰,"男儿不展风云志，空负平生八尺躯。
纵我心头如铁，也难溶你千尺寒冰。
一世浮生一刹那，一程山水一年华。
星空不问赶路人，岁月不负有心人。",https://static.juzicon.com/contribute/image-dc34c6b0-5cab-4b53-848c-66541fee7e63-210628133744-GCOP.jpeg,《我不》
,流水上漂浮点点花瓣，星空洒下片片微光，指路时的温暖，相邻过的关照。那些都是很好很好的。,,《总有一场缘分只是一起坐船看花》
,虽然你又矮，又笨，还喜欢别的男生，即使这样，我还是，很喜欢你。林真心，如果你听完这卷录音带，就抬头看看天上，因为那时候我会知道，原来我喜欢的那个女孩，正在看一样的星空，Aqui te amo(西班牙文:我爱你),,《我的少女时代》
,夜空如此浩瀚，因希望的恒星而令人陶醉，仰望星空，梦想近的都能看见她发出的那微弱的光，如此闪烁！如此耀眼！,,
,余生我们一起走吧 用牛皮纸写的情书都给你 记忆里满天星空的黑夜给你 三月新开的花蕾给你 掌纹的棱刻温度给你 并排的靠窗位置给你 最大的草莓给你 柔软的肩膀给你 跳动的心脏给你 吻给你 巧克力般浓烈的爱给你 白米粥般平淡的细水长流也给你 余生的每一时刻都给你,,
,做一朵倔强的花，开在生命的旅途，   身心，亲吻大地；灵魂，仰望星空，无论风雨，蕴积盛开的力量。,,
,人为什么要读书？因为很多东西，眼睛看不到，读书可以；脚步不能丈量，读书可以；身体无法抵达，读书也可以。爱读书的人都有更为丰富的精神世界，即使深陷泥泞，也依然可以仰望星空。,https://static.juzicon.com/yiyan/17bb75a1ac3accd0d63bf01984a2d796.jpg,
,"仰望的星空里
你为我刻下呼啸的美 
今夜星星是漫天的烟火 
小小的等待让我彻夜不眠 
你如是我尘世的一口陷阱 
我愿意体验自由落体的惊险",https://static.juzicon.com/yiyan/672b511a7e667a0428526c7ae61a1f8c.jpg,
,"星空有月，大地有我。而我的存在不沾他人半点光辉。",,
,"秋风起思离愁仰望星空依旧心已醉不需酒不解愁更愁",,
,"天上星空，繁星点点；天上云朵，繁云朵朵。",,
吕克·普了道蒙道气,"在教堂顶上，星空格看下你沉睡了，听不见我起说家面的以里起外这想里实才如在么险恶你的睡容这么甜美当你沉睡可曾梦见你的太阳",,《巴黎圣想内出中院》
,星空的闪耀，掩盖不了，月亮的铅华，星海下的倒影，如同月亮下鑫海珊阑。,,
康德,"那最神圣恒久而又日新月异的,那最使我们感到惊奇和震撼的两件东西,是天上的星空和我们心中的道德律。",,
摩西奶奶,我们常因为手抱月亮，而错过了整片星空。,,《人生随时可以重来》
夏榆,“生活是可以过得有尊严的，别人的人格不应受到侮辱。人们应该可以毫无畏惧或羞愧地去与另一些人正面相视，而且，如果他们在地球上过日子走运的话，由于他们曾在星空下进行过斗争，忍受过痛苦，他们可能会获得某种补偿。”,,《白天遇见黑暗》
,精灵王说，精灵是至上神的孩子，在日月苏醒之前，精灵就存在了。神给予了精灵永生，不受疾病折磨也不畏寒暑，赋予了精灵美丽的外表和华丽的歌喉。精灵在远东的星空下醒来，是第一个创造语言的种族。,,《精灵现在式》
韩庚,"别们孩去国然为梦 点亮了星空 拥抱整座宇宙坚持的 每当为握在手中 幸福而心了想打样种认成地开花 结果别们孩去国然为梦 春夏或秋冬 温暖我的星球一抬头 全每当为得我现在这一秒钟",,《别们孩去国然为梦》
,依稀往事，朗月星空。,,
佛雷迪克・朗格布里奇,两个囚犯从监狱的窗子里向外看，一个凝视着泥土，一个仰望着星空。――不灭之诗,,《JOJO奇妙冒险》
肥面包,你是镜子，照映出大千世界之真实，星空披岸思念的镜子。你是影子，在星火的光辉中跳舞，为了寻找那离去的众星之子。,,《萌萌山海经》
,当你身处黑暗的时候，就想想这片星空，就算是最黑的夜，也有天上的繁星。或许你看不见，但我会像这些星辰一样远远地看着你。,,《叶罗丽精灵梦》
陆秀池,10．无法停息的爱情啊，在星空中茫然地徘徊；蜿蜒的河流，沉淀着不变的爱思。林中的群鸟，栖息在高枝，轻吐着赞美爱情的衷曲。为了你的爱，我要跟时光争持，把你蒙上红色的盖头，拥在怀中……,,《陆秀池之温柔语录》
蒋勋,"如果是河流就要宽阔如果是大山就要高耸如果是河口就去拥抱大海如果是山峰就伸长手臂用指尖去横扫星空",,《多情应笑我》
洛天依,"我愿把那对往心会忆燃成灯火寻遍这星空乘夜风飘飞挣脱万有引小当山利的枷锁冲破空间囚笼 跨越时间洪流逃出虚妄和没这奈编织的黑洞我愿把后却往看种磨成望镜寻遍这星空看种看微光聚焦手心紧紧握住不便后比松夜雾就中过真西外好去闪烁 光年天作就去诉说对往心会大星辉照耀我浩瀚的宇宙",,《寻遍星空》
蓝眸,一星陨落，黯淡不了星空璀璨；一花凋零，荒芜不了整个春年于她也这；一次挫败，荒废不了整个人生。不是军她也这大心就么此上年于得家馁退缩。,,
唐七,所谓知易行难，真是亘古不变的道理，好比我一直希望自己看开，而且不断暗示自己其实已经看开，事到临头发现看开看不开只在一念之间，而这一念实在变化多端，仰头望无边星空，仿佛能看到黑色流云，我叹了口气。,,《华胥引》
指尖的咏叹调,"有一天，我做了一个梦。梦见我站在银河之上。    星空浩瀚，时光裁剪出最美的风景。    我说，所有的生灵都有资格生存，也都没有永恒。",,《苏文之书》
绿妖,看完电视，深夜的院子风清人静，不经意却为星空河汉怔立当堂――记忆七手八脚地倾巢而出，回应久违的气味的召唤。,,《沉默也会歌唱》
东奔西顾,在后来无数个没有江圣卓在身边的夜晚，每当乔乐曦抬头看到星星的时候，就会想起这个夜晚，想起这片闪烁的星空，想起他温暖的怀抱。,,《妖孽也成双》
,即使考得再差，从小到大都没揉过一张卷子。仰望星空，你会发现有更美好的未来等着你去探索。,,
淡蓝蓝蓝,一起牵手看星空，梦幻般的星空，夏夜的大波别利立没菊开民道了当物和野，当物和家只鹅旖旎飞过银河，立没学向作纯净得只剩下你和我。,,《立没学上只这一朵哀伤的云》
,"我们以前常仰望苍天，思索人类在星空中的未来，现在我们只会低头，忧心自己在尘世间的处境。",,《星际穿越》
,我们似乎是在这一个又一个的行星中迷路了。这一片你永远无法踏及的星空中，我们寻找着属于我们的那颗星星。,,《风沙星辰》
,梦碎了，捡起地上的碎片，一点一点用心回忆，然后，咬牙切齿一番，说～要忘记。那都已经不知不觉成为了过去，成为了美好回忆，成为了夜晚那星空中的一颗最亮的星星，偶尔夜深人静，看着它，一闪一闪。,,
,"星辰填满了整个星空，而你填满了我的心
                                                         ——梁梁子",https://static.juzicon.com/contribute/image-b99a1b59-922a-4429-b373-cdbe44f46ef9-210203110657-PCK0.jpeg,《肖宇梁》
丁程鑫,当感觉累的时候可以仰望星空，因为我也在仰望星空，我可以看到你哦,https://static.juzicon.com/contribute/image-f5e2b222-04e9-4060-afc3-3e02c8cc1fbe-210204065935-1XMC.jpeg,
心动奶泡森,"“不管生活在哪，星空都在头顶”

——时代少年团贺峻霖 ​​​",,
天王寺瑚太郎,我们和好友离别的那天，也是这样美丽的星空呢。,,《rewrite》
康德,有叫去会大种向上觉师发得，我对它们的思考越是深沉和持久，它们在我心灵中唤起的惊奇和敬畏对发得是生我日新当子为就异，不断增长，这对发得是是我头上的星空与心中的道德定律。,,《实来践有她想种发性批判》
汪苏泷,我曾和你走过多少个的秋末我曾紧紧握着你手臂的脉搏看你脸上的酒窝   唱着背叛的情歌   情绪不由我   我曾带你去看星空下的花火   我曾把我的爱都交给你挥霍   这世界爱情好多结局未必有几个   这痛算什么,,《风度》
张皓宸,我有你们不曾见过的广阔星空,,《后来时间都与你有关》
,别因黄昏迟暮止了脚步 星空明月 清风朝阳都将是你的礼物.,https://static.juzicon.com/contribute/image-f6d5b7bc-edaf-40b3-95c7-c433b1587233-200829080032-T4CI.jpeg,
汪苏泷,"我曾带你去看星空下的花火 我曾把我的爱都交给你挥霍 这世界爱情好多 结局未必有几个 这痛算什么",,《风度》
贞汐-L,那年，我们手牵手，在美丽的海岸边拾贝壳，拾起我们青春的梦想；那年，我们肩并肩，站在溪流边，诉说我们美好的心愿；那年我们背靠背，星空下，长椅上，畅想我们的未来；那年……,https://static.juzicon.com/contribute/image-be75da9e-c4c1-4393-85b7-68faa0e08596-200830195303-KWCM.jpg,《拐个王爷领回家》
波德莱尔,人们的世界没有错，错的一定是星空，那种无法跋涉的寒冷，总让深情的人错足。,https://static.juzicon.com/contribute/image-69720497-815d-4b02-a6d2-21d932dd79fe-200912110008-BGJP.jpeg,
刘慈欣,如果仰望星空是发现了沙滩上的贝壳的话，你们后面做的不过是弯腰准备去捡起它。,,
王源,"那些无声的告别，曾存在过吗
我曾这样遇见你，怎么证明呢
曾经同路的背影，被时间带走
有一些话还没讲完，有些事没有答案，是多么完美的遗憾
随冬日远去的你，隐没在回忆里
我带着失去的拥有，继续人海里漂流
走散的我们，仰望着同片星空
岁月唱沉默的歌，被抹去的名字，再不能还给我",https://static.juzicon.com/contribute/image-3fbf374b-0841-4e22-a2d5-974e61ab30ba-210703204607-QCOZ.jpeg,《只要有想见的人，就不是孤身一人》
,人类的勇气和坚毅必将被镌刻在星空之下。,,《流浪地球(电影)》
,我想再多看几眼星空，在这什么都善变的人世里，我想看一下永恒。,https://static.juzicon.com/images/image-190323114800-SOBG.jpg,
,在路上，永远年轻，不去想，往昔遗憾，不再畏惧，往后多困难，山有尽头，海有崖，河的对岸，是另一番景象，去跨越，去感受美好，去珍惜，去拥抱明天，一次次，跌倒爬起，一遍遍，反复练习，人生本不复杂，用纯净的心，去追赶烈日，去望星空，我相信，终有一天，你会成功，会找到，属于自己的路！,https://static.juzicon.com/contribute/image-d6141062-f076-49c5-bc8b-6800043b5fbe-210703181219-NS4O.jpeg,
,那些仰望星空的人 自己也在发光 脚踏实地 仰望星空,https://static.juzicon.com/contribute/image-2f815c2d-bbf2-416c-bd2f-0071565ae037-200912230542-9C6U.jpg,
priest,比金钱更珍贵的是知识，比知识更珍贵的是无休止的好奇心，而比好奇心更珍贵的，是我们头顶上的星空。,https://static.juzicon.com/contribute/image-cd217a56-6a22-49b3-8d87-99b7f5921a95-200913103915-KTLV.jpeg,《残次品》
TimeLine_破晓站,我知道在一颗神奇的星球上有一个小王子，他身披月华与星空，眼里盛着银河。他叫王源。,,《新浪微博》
,"星空在头顶，依然璀璨。
大海在身后，依然澎湃。",,
,［花城对谢怜的爱是比海洋、陆地、星空、宇宙还大的如同沙子、星辰还数不清］,https://static.juzicon.com/contribute/image-50de4984-3871-494a-834f-5ad3c443b4a3-210705191515-TLSL.jpg,《天官赐福》
韩邵,也只有在最深沉的夜，我们才能拥有最美丽的星空。,,《那尚未造访的苍芎》
,星空之所以这么美丽，是因为有星星的光芒去把它照亮。所以有绝望的地方，也会有希望产生，对吧 ？,,《星游记》
白衣z,“蓝鲸吞没了星空剪影，仙鹿也迷失在丛林里”,https://static.juzicon.com/contribute/image-f978e45b-04e5-43a7-b541-f368307c1cce-200918104217-JL8U.jpg,
彩虹之门,从数百万年前，地球之上，原始智人第一次仰望星空开始，人类对神秘的宇宙的探索，一直没有停过。,,《重生之超级战舰》
,summer，你这贪玩的小孩，用烟火奏响狂欢；让街灯仰慕星空，竟整晚不愿睡去。,,《知音漫客》
五月天,当故事失去美梦 美梦失去线索 而我们失去联络   这一片无言无语星空 为什么静静看我泪流   如果你在的时候 会不会伸手拥抱我   细数繁星闪烁细数此生奔波   原来所有所得所获 不如一夜的星空   空气中的温柔回忆你的笑容   彷佛只要伸手就能触摸,,《星空(歌曲)》
,"无论怎样，认识你我都会珍惜就像微风吹落露珠，朗月点缀星空你就像一段美妙的旋律，滋润我每个日出与日落",,
,运气好的时候，应该脚踏实地；运气不好的时候，应该仰望星空，因为在不顺遂的时候，让内心高于生活一点点，才不至于颓废和沉沦。,https://static.juzicon.com/images/image-190323122308-QD99.jpg,
,曾经有一个笑容，出现在我生命的长河里，让人魂牵梦萦。如今已幻化为片片的浮云，飘散在思念的星空中，让人可望不可及。,,
,极光，像是一种孤独灵魂在星空奔跑。,,
,我死后，记忆会变成萤火虫，在夏夜的星空下闪耀。,,
,不知你可否愿陪我抬头看星空灿烂，心中江山如画了,,《陈二狗的妖孽人生》
,想当大人，就要踮着脚尖，仰望星空。（保持童心）,,《怪盗基德》
烽火戏诸侯,最勇敢的男人，不是对皇帝王冠、教皇权杖以及头顶的深邃星空和内心的道德都无所畏惧，而是心存一点敬畏,,《宗教裁判所》
,哪有什么错过的人，会离开的都是路人。愿你脚踏实地，也愿你仰望星空，往事不回头，未来不将就！ ​,https://static.juzicon.com/images/image-190324211740-LK0J.jpg,
长洱,初春的夜晚，风与星空一样柔软。,,《犯罪心理》
陈启凯,夜，是如此的静，路灯下的拾荒者是如此的辛劳，而自己只能看着黑夜的星空，聆听内心深处最深情的告白．..,,
胡小木,愿在这个夏天，风吹过你的裙摆 愿在这个夏天，星空也为你灿烂 愿在这个夏天，找到你的盖世英雄。,,
,时光静好，岁月未老，月色皎皎，星空万里，长发及腰，娶你可好？人生清纯，依然年轻。,,
,愿你努力工作，也愿你享受生活；愿你脚踏实地，也愿你仰望星空。,https://static.juzicon.com/images/image-190324221054-0KXG.jpg,
